name,display_name,publisher,repo,git_path,stars,license,archived,skills,mcp_servers,commands,rules,agents,hooks,cursor_manifest,agent_plugins_portable,portability_established,runs_in_claude,runs_in_codex,runs_in_copilot,runs_in_grok,runs_in_antigravity,runs_in_opencode,runs_in_kimi,runs_in_hermes,runs_in_devin,runs_in_tessl,runs_in_cortex,runs_in_minimax,runs_in_qoder,sign_in,sign_in_evidence,install,marketplace_url,install_verified,first_seen
customerio,Customer.io,Customer.io,customerio/cursor-plugin,plugins/customerio,1,MIT,false,5,1,0,1,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin customerio,https://cursor.com/marketplace/customerio,true,2026-08-31
dnb-commercial-graph,D&B Commercial Graph,Dun & Bradstreet,dnb-public/dnb-dplus-plugin-cursor,.,1,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin dnb-commercial-graph,https://cursor.com/marketplace/dun-bradstreet/dnb-commercial-graph,true,2026-08-25
encore,Encore,Encore,encoredev/cursor-plugin,.,1,,false,21,1,2,2,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,local,"runs locally over stdio, no key declared",/add-plugin encore,https://cursor.com/marketplace/encore,true,2026-08-25
granola,Granola,Granola,granola-inc/granola-cursor-plugin,.,1,,false,3,1,6,1,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin granola,https://cursor.com/marketplace/granola,true,2026-08-25
hex,Hex,Hex,hex-inc/hex-cursor-plugin,.,1,,false,3,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin hex,https://cursor.com/marketplace/hex,true,2026-08-25
lovable,Lovable,Lovable,lovablelabs/lovable-cursor-plugin,plugins/lovable,1,,false,4,1,4,2,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin lovable,https://cursor.com/marketplace/lovable,true,2026-08-25
lucid,Lucid,Lucid Software,lucidsoftware/lucid-mcp-server,cursor,1,Apache-2.0,false,1,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin lucid,https://cursor.com/marketplace/lucid-software,true,2026-08-25
magicpath,MagicPath,MagicPath,MagicPathAI/magicpath-agent-plugin,.,1,,false,1,1,0,0,0,0,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin magicpath,https://cursor.com/marketplace/magicpath,true,2026-08-25
mailgun-cursor,Mailgun,Sinch,mailgun/mailgun-plugins,plugins/mailgun-cursor,1,Apache-2.0,false,15,1,7,1,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,token,runs locally and reads a key from the environment,/add-plugin mailgun-cursor,https://cursor.com/marketplace/sinch/mailgun-cursor,true,2026-08-25
mintlify-cursor-plugin,Mintlify,Mintlify,mintlify/cursor-plugin,.,1,MIT,false,1,2,0,1,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin mintlify-cursor-plugin,https://cursor.com/marketplace/mintlify,true,2026-08-25
observe,Observe by Snowflake,Snowflake,observeinc/skills,.,1,NOASSERTION,false,16,1,0,0,0,0,true,false,true,true,true,false,false,false,false,false,false,false,false,true,false,false,self-hosted,endpoint is a template you fill in with your own instance,/add-plugin observe,https://cursor.com/marketplace/snowflake/observe,true,2026-08-25
paradedb,ParadeDB,ParadeDB,paradedb/cursor-plugin,.,1,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,none,unauthenticated initialize returns a JSON-RPC result,/add-plugin paradedb,https://cursor.com/marketplace/parade-db,true,2026-08-25
pendo-analytics,Pendo,Pendo,pendo-io/cursor-pendo-plugin,plugins/pendo-analytics,1,,false,4,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin pendo-analytics,https://cursor.com/marketplace/pendo,true,2026-08-25
pinecone,Pinecone,Pinecone,pinecone-io/pinecone-cursor-plugin,.,1,MIT,false,8,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,local,"runs locally over stdio, no key declared",/add-plugin pinecone,https://cursor.com/marketplace/pinecone,true,2026-08-25
ramp,Ramp,Ramp,ramp-public/cursor-plugin,.,1,MIT,false,14,1,1,1,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin ramp,https://cursor.com/marketplace/ramp,true,2026-08-25
semgrep-plugin,Semgrep,Semgrep,semgrep/cursor-plugin,.,1,,false,1,1,0,0,0,2,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,local,"runs locally over stdio, no key declared",/add-plugin semgrep-plugin,https://cursor.com/marketplace/semgrep,true,2026-08-25
sentry,Sentry,Sentry,getsentry/plugin-cursor,.,1,MIT,false,7,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin sentry,https://cursor.com/marketplace/sentry,true,2026-08-25
sourcegraph-cursor-plugin,Sourcegraph,Sourcegraph,sourcegraph-community/sourcegraph-cursor-plugin,.,1,,false,1,1,2,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,self-hosted,endpoint is a template you fill in with your own instance,/add-plugin sourcegraph-cursor-plugin,https://cursor.com/marketplace/sourcegraph,true,2026-08-25
vantage,Vantage,Vantage,vantage-sh/cursor-plugin,.,1,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,token,"unauthenticated initialize is rejected, or the config declares a key header",/add-plugin vantage,https://cursor.com/marketplace/vantage,true,2026-08-25
asana,Asana,Asana,Asana/cursor-marketplace-plugin,.,0,MIT,false,3,1,0,1,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin asana,https://cursor.com/marketplace/asana,true,2026-08-25
atlassian-twg-cli,Atlassian Teamwork Graph,Atlassian,atlassian-labs/twg-plugins,.,0,Apache-2.0,false,1,0,0,0,0,0,true,false,true,true,true,true,false,false,false,false,false,true,false,false,false,true,skills-only,no MCP server component,/add-plugin atlassian-twg-cli,https://cursor.com/marketplace/atlassian/atlassian-twg-cli,true,2026-08-25
atscale,AtScale,AtScale,AtScaleInc/atscale-cursor-plugin,atscale,0,Apache-2.0,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,self-hosted,endpoint is a template you fill in with your own instance,/add-plugin atscale,https://cursor.com/marketplace/atscale,true,2026-08-25
azure-cosmosdb,Azure Cosmos DB,Azure Cosmos DB,AzureCosmosDB/cosmosdb-cursor-plugin,.,0,MIT,false,0,1,0,11,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,self-hosted,endpoint is a template you fill in with your own instance,/add-plugin azure-cosmosdb,https://cursor.com/marketplace/azure-cosmos-db,true,2026-08-25
basedash,Basedash,Basedash,Basedash/agent-plugin,.,0,MIT,false,2,1,0,0,0,0,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin basedash,https://cursor.com/marketplace/basedash,true,2026-08-25
browserstack,Browserstack,Browserstack,browserstack/browserstack-cursor-plugin,.,0,,false,3,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,local,"runs locally over stdio, no key declared",/add-plugin browserstack,https://cursor.com/marketplace/browserstack,true,2026-08-25
catalyst-by-zoho,Catalyst by Zoho,Zoho,catalystbyzoho/cursor-plugin,.,0,Apache-2.0,false,16,1,1,0,0,1,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,self-hosted,endpoint is a template you fill in with your own instance,/add-plugin catalyst-by-zoho,https://cursor.com/marketplace/zoho,true,2026-08-31
chainguard,Chainguard,Chainguard,chainguard-dev/chainguard-cursor-plugin,.,0,NOASSERTION,false,9,4,0,5,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin chainguard,https://cursor.com/marketplace/chainguard,true,2026-08-25
checkmarx,Checkmarx,Checkmarx,Checkmarx/cx-agentic-ai,plugins/cx-cursor-plugin,0,Apache-2.0,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,self-hosted,endpoint is a template you fill in with your own instance,/add-plugin checkmarx,https://cursor.com/marketplace/checkmarx,true,2026-08-25
cloudinary,Cloudinary,Cloudinary,cloudinary-devs/cloudinary-plugin,.,0,,false,2,5,0,0,0,0,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin cloudinary,https://cursor.com/marketplace/cloudinary,true,2026-08-25
coralogix-mcp,Coralogix,Coralogix,coralogix/coralogix-cursor-plugin,.,0,Apache-2.0,false,2,1,0,1,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,self-hosted,endpoint is a template you fill in with your own instance,/add-plugin coralogix-mcp,https://cursor.com/marketplace/coralogix-ltd,true,2026-08-25
corridor,Corridor,Corridor,CorridorSecurity/corridor-cursor-plugin,plugins/corridor,0,,false,1,0,0,0,0,1,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin corridor,https://cursor.com/marketplace/corridor,true,2026-08-25
dnb-risk-analytics,D&B Risk Analytics,Dun & Bradstreet,dnb-public/dnb-risk-analytics-plugin-cursor,.,0,,false,1,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin dnb-risk-analytics,https://cursor.com/marketplace/dun-bradstreet/dnb-risk-analytics,true,2026-08-25
euler-for-partner-managers,EULER for Partner Managers,Euler,Euler-Software-Inc/EULER-skills,partner-managers,0,MIT,false,4,1,0,0,0,0,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,token,"unauthenticated initialize is rejected, or the config declares a key header",/add-plugin euler-for-partner-managers,https://cursor.com/marketplace/euler/euler-for-partner-managers,true,2026-08-25
euler-for-partners,EULER for Partners,Euler,Euler-Software-Inc/EULER-skills,partners,0,MIT,false,5,1,0,0,0,0,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,token,"unauthenticated initialize is rejected, or the config declares a key header",/add-plugin euler-for-partners,https://cursor.com/marketplace/euler/euler-for-partners,true,2026-08-25
falconer,Falconer,Falconer,FalconerAI/agent-integrations,plugins/falconer,0,Apache-2.0,false,0,1,0,0,0,0,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin falconer,https://cursor.com/marketplace/falconer,true,2026-08-25
forge,Forge,Opsera,securefactory/forge-cursor-plugin,plugins/forge,0,Apache-2.0,false,6,0,10,1,0,3,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin forge,https://cursor.com/marketplace/opsera/forge,true,2026-08-25
icepanel,IcePanel,IcePanel,IcePanel/cursor-plugin,.,0,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin icepanel,https://cursor.com/marketplace/icepanel,true,2026-08-25
magic-patterns,Magic Patterns,Magic Patterns,magicpatterns/agent-plugins,cursor,0,MIT,false,6,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin magic-patterns,https://cursor.com/marketplace/magic-patterns,true,2026-08-25
manufact,Manufact,Manufact,manufactinc/manufact-cursor-plugin,plugins/manufact,0,MIT,false,1,2,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin manufact,https://cursor.com/marketplace/manufact,true,2026-08-25
merge-agent-handler,Merge,Merge,merge-api/ah-plugins,cursor,0,,false,0,0,1,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin merge-agent-handler,https://cursor.com/marketplace/merge,true,2026-08-25
onesignal,OneSignal,OneSignal,OneSignal/onesignal-cursor-plugin,.,0,MIT,false,1,1,3,1,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin onesignal,https://cursor.com/marketplace/onesignal,true,2026-08-25
pagerduty,PagerDuty,PagerDuty,PagerDuty/cursor-plugin,.,0,Apache-2.0,false,1,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin pagerduty,https://cursor.com/marketplace/pagerduty,true,2026-08-25
port,Port,Port,port-labs/cursor-plugin,.,0,MIT,false,0,1,1,1,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin port,https://cursor.com/marketplace/port,true,2026-08-25
raisely,Raisely,Raisely,raisely/cursor-plugin,.,0,,false,2,1,0,8,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin raisely,https://cursor.com/marketplace/raisely,true,2026-08-25
remotion,Remotion,Remotion,remotion-dev/cursor-plugin,.,0,MIT,false,12,0,0,0,0,0,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin remotion,https://cursor.com/marketplace/remotion,true,2026-08-25
render,Render,Render,render-oss/render-cursor-plugin,plugins/render,0,,false,21,1,2,2,0,1,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin render,https://cursor.com/marketplace/render,true,2026-08-25
sonatype-cursor-plugin,Sonatype,Sonatype,sonatype/sonatype-cursor-plugin,.,0,MIT,false,3,1,0,2,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,none,unauthenticated initialize returns a JSON-RPC result,/add-plugin sonatype-cursor-plugin,https://cursor.com/marketplace/sonatype,true,2026-08-25
spottercode,ThoughtSpot,ThoughtSpot,thoughtspot/spottercode-mcp-plugin,.,0,MIT,false,3,1,0,0,0,0,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,token,"unauthenticated initialize is rejected, or the config declares a key header",/add-plugin spottercode,https://cursor.com/marketplace/thoughtspot,true,2026-08-25
tierzero,TierZero,TierZero,TierZeroAI/tierzero-cursor,plugins/tierzero,0,MIT,false,2,1,1,1,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin tierzero,https://cursor.com/marketplace/tierzero,true,2026-08-25
tuist,Tuist,Tuist,tuist/cursor-plugin,plugins/tuist,0,NOASSERTION,false,12,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin tuist,https://cursor.com/marketplace/tuist,true,2026-08-25
zenity-inventory,Zenity,Zenity,zenitysec/zenity-cursor-plugin,zenity-inventory,0,MIT,false,0,0,0,0,0,1,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin zenity-inventory,https://cursor.com/marketplace/zenity,true,2026-08-25
