name,display_name,publisher,repo,git_path,stars,license,archived,skills,mcp_servers,commands,rules,agents,hooks,cursor_manifest,agent_plugins_portable,portability_established,runs_in_claude,runs_in_codex,runs_in_copilot,runs_in_grok,runs_in_antigravity,runs_in_opencode,runs_in_kimi,runs_in_hermes,runs_in_devin,runs_in_tessl,runs_in_cortex,runs_in_minimax,runs_in_qoder,sign_in,sign_in_evidence,install,marketplace_url,install_verified,first_seen
atlan,Atlan,Atlan,atlanhq/agent-toolkit,cursor-plugin,32,MIT,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin atlan,https://cursor.com/marketplace/atlan,true,2026-08-25
elastic,Elastic,Elastic,elastic/cursor-plugins,elastic,31,Apache-2.0,false,33,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,none,unauthenticated initialize returns a JSON-RPC result,/add-plugin elastic,https://cursor.com/marketplace/elastic,true,2026-08-25
mobbin,Mobbin,Mobbin,mobbin/mobbin-mcp-server,.,30,MIT,false,0,1,0,1,0,0,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin mobbin,https://cursor.com/marketplace/mobbin,true,2026-08-25
twilio-developer-kit,Twilio,Twilio,twilio/ai,.,30,MIT,false,57,1,0,0,0,0,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,none,unauthenticated initialize returns a JSON-RPC result,/add-plugin twilio-developer-kit,https://cursor.com/marketplace/twilio,true,2026-08-25
mcp-mail,Superhuman Mail,Superhuman Mail,superhuman/mcp-mail,.,27,MIT,false,7,1,0,0,0,0,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin mcp-mail,https://cursor.com/marketplace/superhuman-mail,true,2026-08-25
wix,Wix,Wix,wix/skills,.,27,MIT,false,4,1,0,0,0,0,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin wix,https://cursor.com/marketplace/wix,true,2026-08-25
datarobot-agent-skills,DataRobot,DataRobot,datarobot-oss/datarobot-agent-skills,.,25,Apache-2.0,false,13,0,0,0,0,0,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin datarobot-agent-skills,https://cursor.com/marketplace/datarobot,true,2026-08-25
launchdarkly,LaunchDarkly,LaunchDarkly,launchdarkly/ai-tooling,.,25,NOASSERTION,false,14,2,0,0,0,0,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin launchdarkly,https://cursor.com/marketplace/launchdarkly,true,2026-08-25
notion-workspace,Notion,Notion,makenotion/cursor-notion-plugin,.,25,,false,14,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin notion-workspace,https://cursor.com/marketplace/notion,true,2026-08-25
crowdstrike-falcon-foundry,CrowdStrike Falcon Foundry,CrowdStrike,CrowdStrike/foundry-skills,.,24,MIT,false,11,0,0,0,0,3,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin crowdstrike-falcon-foundry,https://cursor.com/marketplace/crowdstrike/crowdstrike-falcon-foundry,true,2026-08-25
monk,Monk.io,Monk.io,monk-io/monk-plugin,.,23,Apache-2.0,false,1,1,0,0,0,4,true,false,true,true,true,true,false,true,false,false,false,false,false,false,false,false,unknown,endpoint did not answer the probe,/add-plugin monk,https://cursor.com/marketplace/monk-io,true,2026-08-25
forge-skills,Atlassian Forge,Atlassian,atlassian/forge-skills,.,20,Apache-2.0,false,4,2,0,0,0,0,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,none,unauthenticated initialize returns a JSON-RPC result,/add-plugin forge-skills,https://cursor.com/marketplace/atlassian/forge-skills,true,2026-08-25
paper-desktop,Paper,Paper,paper-design/agent-plugins,plugins/paper-desktop,20,,false,0,1,0,0,0,0,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,local,"runs locally over stdio, no key declared",/add-plugin paper-desktop,https://cursor.com/marketplace/paper,true,2026-08-25
apollo,Apollo.io,Apollo.io,apolloio/apollo-mcp-plugin,.,19,MIT,false,4,1,0,0,0,0,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin apollo,https://cursor.com/marketplace/apollo-io,true,2026-08-25
scandit-sdk,Scandit,Scandit,Scandit/skills,.,19,Apache-2.0,false,74,0,0,0,0,0,true,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin scandit-sdk,https://cursor.com/marketplace/scandit,true,2026-08-25
harness,Harness,Harness,harness/harness-ai,plugins/cursor,18,Apache-2.0,false,30,1,0,2,0,2,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin harness,https://cursor.com/marketplace/harness,true,2026-08-25
grafana-assistant,Grafana Labs,Grafana Labs,grafana/ai-marketplace,plugins/grafana-assistant,17,Apache-2.0,false,1,0,0,1,0,0,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin grafana-assistant,https://cursor.com/marketplace/grafana-labs/grafana-assistant,true,2026-08-25
grafana-cloud-mcp,Grafana Cloud,Grafana Labs,grafana/ai-marketplace,plugins/grafana-cloud-mcp,17,Apache-2.0,false,1,1,0,0,0,0,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin grafana-cloud-mcp,https://cursor.com/marketplace/grafana-labs/grafana-cloud-mcp,true,2026-08-25
browser-use,Browser Use,Browser Use,browser-use/plugins,cursor,15,,false,1,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,local,"runs locally over stdio, no key declared",/add-plugin browser-use,https://cursor.com/marketplace/browser-use,true,2026-08-25
buildkite,Buildkite,Buildkite,buildkite/skills,.,15,MIT,false,6,1,0,0,0,0,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin buildkite,https://cursor.com/marketplace/buildkite,true,2026-08-25
mixpanel-mcp,Mixpanel,Mixpanel,mixpanel/ai-plugins,plugins/mixpanel-mcp,15,Apache-2.0,false,4,1,0,0,0,0,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,unknown,no MCP configuration found in the source repo,/add-plugin mixpanel-mcp,https://cursor.com/marketplace/mixpanel,true,2026-08-25
agentmail,AgentMail,AgentMail,agentmail-to/agentmail-plugins,.,13,MIT,false,8,1,0,0,0,0,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin agentmail,https://cursor.com/marketplace/agentmail,true,2026-08-25
crowdstrike-falcon-fusion,CrowdStrike Falcon Fusion,CrowdStrike,CrowdStrike/fusion-skills,.,13,MIT,false,7,0,0,0,0,3,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin crowdstrike-falcon-fusion,https://cursor.com/marketplace/crowdstrike/crowdstrike-falcon-fusion,true,2026-08-31
etoro,eToro,eToro,etoro-builders/etoro-cursor-plugin,.,13,,false,5,1,0,4,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,none,unauthenticated initialize returns a JSON-RPC result,/add-plugin etoro,https://cursor.com/marketplace/etoro,true,2026-08-25
mainframe,Mainframe,Mainframe,mainframecomputer/mainframe-plugins,.,12,NOASSERTION,false,1,1,0,0,0,1,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin mainframe,https://cursor.com/marketplace/mainframe,true,2026-08-25
phantom-connect,Phantom,Phantom,phantom/phantom-agent-kit,.,11,MIT,false,8,2,0,3,0,0,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,none,unauthenticated initialize returns a JSON-RPC result,/add-plugin phantom-connect,https://cursor.com/marketplace/phantom,true,2026-08-25
datadog,Datadog,Datadog,datadog-labs/cursor-plugin,.,10,Apache-2.0,false,3,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,self-hosted,endpoint is a template you fill in with your own instance,/add-plugin datadog,https://cursor.com/marketplace/datadog,true,2026-08-25
firecrawl,Firecrawl,Firecrawl,firecrawl/firecrawl-cursor-plugin,.,10,,false,10,0,0,1,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin firecrawl,https://cursor.com/marketplace/firecrawl,true,2026-08-25
higgsfield,Higgsfield,Higgsfield AI,higgsfield-ai/cursor-plugin,.,10,MIT,false,0,1,1,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin higgsfield,https://cursor.com/marketplace/higgsfield,true,2026-08-25
1password,1Password,1Password,1Password/cursor-plugin,.,9,MIT,false,1,1,0,0,0,1,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,local,"runs locally over stdio, no key declared",/add-plugin 1password,https://cursor.com/marketplace/1password,true,2026-08-25
appwrite-plugin,Appwrite,Appwrite,appwrite/cursor-plugin,.,9,BSD-3-Clause,false,10,2,2,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin appwrite-plugin,https://cursor.com/marketplace/appwrite,true,2026-08-25
browse,Browserbase,Browserbase,browserbase/browse-plugin,.,9,,false,1,0,0,0,0,0,true,true,true,true,true,false,true,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin browse,https://cursor.com/marketplace/browserbase,true,2026-08-25
endorlabs,Endor Labs Agent Kit,Endor Labs,endorlabs/ai-plugins,plugins/cursor/endor-labs-agent-kit,9,MIT,false,12,1,0,0,0,3,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,local,"runs locally over stdio, no key declared",/add-plugin endorlabs,https://cursor.com/marketplace/endorlabs,true,2026-08-25
gitbook,GitBook,GitBook,GitbookIO/gitbook-skills,.,9,MIT,false,6,1,0,0,0,0,true,false,true,true,true,false,true,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin gitbook,https://cursor.com/marketplace/gitbook,true,2026-08-25
linear,Linear,Linear,linear/cursor-plugin,.,9,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin linear,https://cursor.com/marketplace/linear,true,2026-08-25
meticulous,Meticulous,Meticulous,alwaysmeticulous/skills,.,9,ISC,false,7,1,0,0,0,0,true,false,true,true,false,false,false,false,false,false,false,true,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin meticulous,https://cursor.com/marketplace/meticulous,true,2026-08-25
prisma,Prisma,Prisma,prisma/cursor-plugin,.,9,,false,40,2,0,2,0,2,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,token,"unauthenticated initialize is rejected, or the config declares a key header",/add-plugin prisma,https://cursor.com/marketplace/prisma,true,2026-08-25
snowflake-cursor-plugin,Snowflake,Snowflake,snowflakedb/snowflake-cursor-plugin,.,9,Apache-2.0,false,1,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,self-hosted,endpoint is a template you fill in with your own instance,/add-plugin snowflake-cursor-plugin,https://cursor.com/marketplace/snowflake/snowflake-cursor-plugin,true,2026-08-25
confidence,Confidence by Spotify,Confidence by Spotify,spotify/confidence-ai-plugins,.,8,Apache-2.0,false,11,2,5,0,0,0,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin confidence,https://cursor.com/marketplace/spotify,true,2026-08-25
ctx,Tabnine Context Engine,Tabnine,tabnine/skills,plugins/cursor/ctx,8,,false,6,0,0,1,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin ctx,https://cursor.com/marketplace/tabnine/ctx,true,2026-08-25
supabase,Supabase,Supabase,supabase-community/cursor-plugin,.,8,MIT,false,2,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin supabase,https://cursor.com/marketplace/supabase,true,2026-08-25
tabnine,Tabnine,Tabnine,tabnine/skills,plugins/cursor/tabnine,8,,false,2,2,0,1,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,self-hosted,endpoint is a template you fill in with your own instance,/add-plugin tabnine,https://cursor.com/marketplace/tabnine/tabnine,true,2026-08-25
composio,Composio,Composio,ComposioHQ/composio-mcp-plugin,.,7,MIT,false,2,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin composio,https://cursor.com/marketplace/composio,true,2026-08-25
scylladb,ScyllaDB,ScyllaDB,scylladb/agent-skills,.,7,Apache-2.0,false,3,0,0,0,0,0,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin scylladb,https://cursor.com/marketplace/scylla-db,true,2026-08-25
snyk-api-web,Snyk API & Web,Snyk,snyk/saw-mcp,.,7,Apache-2.0,false,2,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,token,runs locally and reads a key from the environment,/add-plugin snyk-api-web,https://cursor.com/marketplace/snyk/snyk-api-web,true,2026-08-25
turbopuffer,turbopuffer,turbopuffer,turbopuffer/skills,plugins/turbopuffer,7,,false,1,1,0,0,0,0,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,token,"unauthenticated initialize is rejected, or the config declares a key header",/add-plugin turbopuffer,https://cursor.com/marketplace/turbopuffer,true,2026-08-25
zoominfo,ZoomInfo,ZoomInfo,Zoominfo/zoominfo-mcp-plugin,.,7,MIT,false,14,1,0,0,0,0,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin zoominfo,https://cursor.com/marketplace/zoominfo,true,2026-08-25
box,Box,Box,box/box-for-ai,.,6,MIT,false,5,1,0,1,0,0,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin box,https://cursor.com/marketplace/box,true,2026-08-25
chargebee-integration,Chargebee,Chargebee,chargebee/ai,.,6,,false,1,0,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin chargebee-integration,https://cursor.com/marketplace/chargebee,true,2026-08-25
exa,Exa,Exa,exa-labs/exa-cursor-plugin,.,6,MIT,false,3,1,3,1,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,none,unauthenticated initialize returns a JSON-RPC result,/add-plugin exa,https://cursor.com/marketplace/exa,true,2026-08-25
omni-analytics,Omni,Omni,exploreomni/omni-cursor-plugin,.,6,NOASSERTION,true,8,0,0,3,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin omni-analytics,https://cursor.com/marketplace/omni,true,2026-08-25
runlayer,Runlayer,Runlayer,runlayer/plugins,cursor-plugin,6,,false,3,0,2,2,0,3,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin runlayer,https://cursor.com/marketplace/runlayer,true,2026-08-25
sinch-cursor-plugin,Sinch,Sinch,sinch/sinch-plugins,plugins/sinch-cursor-plugin,6,Apache-2.0,false,15,1,9,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,token,"unauthenticated initialize is rejected, or the config declares a key header",/add-plugin sinch-cursor-plugin,https://cursor.com/marketplace/sinch/sinch-cursor-plugin,true,2026-08-25
airwallex-agentos,Airwallex AgentOS,Airwallex,airwallex/airwallex-marketplace,plugins/airwallex-agentos,5,Apache-2.0,false,5,2,0,0,0,0,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin airwallex-agentos,https://cursor.com/marketplace/airwallex/airwallex-agentos,true,2026-08-25
airwallex-dev,Airwallex Developer,Airwallex,airwallex/airwallex-marketplace,plugins/airwallex-dev,5,Apache-2.0,false,6,1,0,0,0,0,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin airwallex-dev,https://cursor.com/marketplace/airwallex/airwallex-dev,true,2026-08-25
bright-data,Bright Data,Bright Data,brightdata/brightdata-cursor-plugin,plugins/bright-data,5,,false,6,1,7,2,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,token,runs locally and reads a key from the environment,/add-plugin bright-data,https://cursor.com/marketplace/bright-data,true,2026-08-25
cartesia,Cartesia,Cartesia,cartesia-ai/skills,.,5,MIT,false,2,1,1,1,0,0,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,unknown,endpoint did not answer the probe,/add-plugin cartesia,https://cursor.com/marketplace/cartesia,true,2026-08-25
chatprd,ChatPRD,ChatPRD,ChatPRD/cursor-plugin,.,5,MIT,false,4,1,0,1,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin chatprd,https://cursor.com/marketplace/chatprd,true,2026-08-25
jfrog,JFrog,JFrog,jfrog/cursor-plugin,plugins/jfrog,5,Apache-2.0,false,6,1,0,0,0,1,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,self-hosted,endpoint is a template you fill in with your own instance,/add-plugin jfrog,https://cursor.com/marketplace/jfrog,true,2026-08-25
braintrust,Braintrust,Braintrust,braintrustdata/braintrust-cursor-extension,.,4,MIT,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin braintrust,https://cursor.com/marketplace/braintrust,true,2026-08-25
clerk,Clerk,Clerk,clerk/cursor-plugin,.,4,MIT,false,20,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,none,unauthenticated initialize returns a JSON-RPC result,/add-plugin clerk,https://cursor.com/marketplace/clerk,true,2026-08-25
clickhouse-cursor-plugin,ClickHouse,ClickHouse,ClickHouse/clickhouse-cursor-plugin,.,4,Apache-2.0,false,7,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin clickhouse-cursor-plugin,https://cursor.com/marketplace/clickhouse,true,2026-08-25
context-dev,Context.dev,Context.dev,context-dot-dev/cursor-plugin,.,4,MIT,false,11,1,4,2,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin context-dev,https://cursor.com/marketplace/context.dev,true,2026-08-25
dropbox,Dropbox,Dropbox,dropbox/dropbox-ai-plugins,cursor,4,Apache-2.0,false,6,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin dropbox,https://cursor.com/marketplace/dropbox,true,2026-08-25
kody,Kody,Kody,kody-bot/cursor-plugin,.,4,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin kody,https://cursor.com/marketplace/kody,true,2026-08-31
quiverai,QuiverAI,QuiverAI,quiverai/cursor-plugin,.,4,MIT,false,1,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin quiverai,https://cursor.com/marketplace/quiverai,true,2026-08-25
resolve-ai,Resolve AI,Resolve AI,resolve-ai-oss/resolve-ai-plugins,plugins/cursor/resolve-ai,4,Apache-2.0,false,13,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin resolve-ai,https://cursor.com/marketplace/resolve-ai,true,2026-08-25
temporal,Temporal,Temporal,temporalio/cursor-temporal-plugin,.,4,MIT,false,4,0,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin temporal,https://cursor.com/marketplace/temporal,true,2026-08-25
apify,Apify,Apify,apify/apify-cursor-plugin,apify,3,Apache-2.0,false,5,1,0,1,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin apify,https://cursor.com/marketplace/apify,true,2026-08-25
firetiger,Firetiger,Firetiger,firetiger-oss/cursor-plugin,.,3,,false,6,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin firetiger,https://cursor.com/marketplace/firetiger,true,2026-08-25
gitlab,GitLab,GitLab,nickveenhof/cursor-gitlab-plugin,.,3,MIT,false,1,1,6,1,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin gitlab,https://cursor.com/marketplace/gitlab,true,2026-08-25
glean,Glean,Glean,gleanwork/cursor-plugins,glean,3,MIT,false,17,0,10,2,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin glean,https://cursor.com/marketplace/glean,true,2026-08-25
parallel,Parallel,Parallel,parallel-web/parallel-cursor-plugin,.,3,MIT,false,4,0,7,1,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin parallel,https://cursor.com/marketplace/parallel,true,2026-08-25
planetscale,PlanetScale,PlanetScale,planetscale/cursor-plugin,.,3,Apache-2.0,false,4,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin planetscale,https://cursor.com/marketplace/planetscale,true,2026-08-25
postman,Postman,Postman,Postman-Devrel/cursor-postman-plugin,.,3,Apache-2.0,false,3,1,18,1,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin postman,https://cursor.com/marketplace/postman,true,2026-08-25
thousandeyes,Cisco ThousandEyes,Cisco ThousandEyes,thousandeyes/thousandeyes-ai-agents-toolkit,.,3,Apache-2.0,false,0,1,0,0,0,0,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin thousandeyes,https://cursor.com/marketplace/cisco-thousand-eyes,true,2026-08-25
1inch-mcp,1inch,1inch,1inch/1inch-ai,.,2,MIT,false,9,1,0,0,0,0,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,none,unauthenticated initialize returns a JSON-RPC result,/add-plugin 1inch-mcp,https://cursor.com/marketplace/1inch,true,2026-08-25
coderabbit,CodeRabbit,CodeRabbit,coderabbitai/cursor-plugin,.,2,MIT,false,2,0,2,1,0,1,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin coderabbit,https://cursor.com/marketplace/coderabbit,true,2026-08-25
executor,Executor,Executor,UsefulSoftwareCo/executor-cursor,.,2,MIT,false,1,1,1,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin executor,https://cursor.com/marketplace/usefulsoftwareco,true,2026-08-31
hostinger-cursor-plugin,Hostinger,Hostinger,hostinger/hostinger-cursor-plugin,.,2,NOASSERTION,false,5,8,1,3,0,1,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,local,"runs locally over stdio, no key declared",/add-plugin hostinger-cursor-plugin,https://cursor.com/marketplace/hostinger,true,2026-08-25
opsera-devsecops,Opsera,Opsera,opsera-agents/opsera-cursor,plugins/opsera-devsecops,2,,false,5,1,4,1,0,1,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin opsera-devsecops,https://cursor.com/marketplace/opsera/opsera-devsecops,true,2026-08-25
plain,Plain,Plain,team-plain/cursor-plugin-mcp,.,2,MIT,false,0,1,0,1,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin plain,https://cursor.com/marketplace/plain,true,2026-08-25
tavily,Tavily,Tavily,tavily-ai/tavily-cursor-plugin,.,2,MIT,false,6,1,7,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin tavily,https://cursor.com/marketplace/tavily,true,2026-08-25
whop,Whop,Whop,whopio/whop-mcp-server,.,2,Apache-2.0,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin whop,https://cursor.com/marketplace/whop,true,2026-08-25
aikido-cursor-plugin,Aikido,Aikido,AikidoSec/aikido-cursor-plugin,.,1,,false,3,1,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unknown,no MCP configuration found in the source repo,/add-plugin aikido-cursor-plugin,https://cursor.com/marketplace/aikido,true,2026-08-25
aleph,Aleph,Aleph,GetAleph/cursor-plugin,.,1,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin aleph,https://cursor.com/marketplace/aleph,true,2026-08-25
antimetal,Antimetal,Antimetal,antimetal/cursor-plugin,.,1,MIT,false,3,1,0,1,0,0,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin antimetal,https://cursor.com/marketplace/antimetal,true,2026-08-25
clickup,ClickUp,ClickUp,clickup/clickup-plugin,.,1,MIT,false,0,1,0,0,0,0,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin clickup,https://cursor.com/marketplace/clickup,true,2026-08-25
cockroachdb,CockroachDB,Cockroach Labs,cockroachdb/cursor-plugin,.,1,Apache-2.0,false,32,3,0,4,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin cockroachdb,https://cursor.com/marketplace/cockroachdb,true,2026-08-25
